company_name,year,policy_point,category,severity,impact,status
Google,2018,"Responsible research","Standards","low","Ethical research","active"
Google,2018,"Fairness focus","Fair Representation","medium","Bias prevention","active"
Google,2018,"Transparency commitment","Transparency","medium","Clear disclosure","active"
Google,2019,"Ethics guidelines","Standards","medium","Industry guidelines","active"
Google,2019,"Research transparency","Transparency","medium","Open research","active"
Google,2019,"Fairness toolkit","Technical","low","Fairness tools","active"
Google,2019,"Community engagement","Engagement","low","Public engagement","active"
Google,2020,"Ethics expansion","Commitment","medium","Broader ethics","active"
Google,2020,"Research initiatives","Research","low","Ethics research","active"
Google,2020,"Fairness enhancements","Fair Representation","medium","Better fairness","active"
Google,2021,"Ethics leadership","Leadership","medium","Industry leadership","active"
Google,2021,"Transparency initiatives","Transparency","medium","Enhanced transparency","active"
Google,2022,"Global AI ethics","Partnership","low","International collaboration","active"
Microsoft,2019,"AI for good programs","Social Impact","low","Social benefit","active"
Microsoft,2020,"Responsible innovation","Strategy","medium","Ethics-based innovation","active"
Microsoft,2021,"AI accessibility","Applications","low","Accessible AI","active"
Microsoft,2022,"Responsible tech transfer","Standards","medium","Ethical sharing","active"
IBM,2019,"AI ethics events","Events","low","Industry events","active"
IBM,2020,"Industry standards","Standards","medium","Industry guidelines","active"
IBM,2021,"Ethics mentorship","Training","low","Mentoring programs","active"
IBM,2022,"Global community","Engagement","low","International community","active"
Amazon,2019,"AWS ethics resources","Training","low","Public education","active"
Amazon,2020,"Responsible marketing","Standards","medium","Ethical marketing","active"
Amazon,2021,"Ethical governance","Governance","medium","Ethics governance","active"
Amazon,2022,"Ethics consulting","Services","medium","Consulting services","active"
Meta,2019,"Ethics research","Research","low","Research output","active"
Meta,2020,"Bias detection","Technical","medium","Automated detection","active"
Meta,2021,"Governance transparency","Governance","medium","Clear governance","active"
Meta,2022,"Content AI ethics","Governance","medium","Content ethics","active"
Tesla,2019,"Safety partnerships","Partnership","high","Collaborative safety","active"
Tesla,2020,"Safety documentation","Documentation","high","Safety docs","active"
Tesla,2021,"Safety validation","Evaluation","high","System validation","active"
Tesla,2022,"Safety monitoring","Monitoring","high","Continuous monitoring","active"
Apple,2019,"Privacy research","Research","high","Privacy studies","active"
Apple,2020,"Accessibility AI","Applications","low","AI inclusion","active"
Apple,2021,"Ethical reviews","Standards","medium","Review processes","active"
Apple,2022,"Privacy reports","Transparency","high","Privacy disclosures","active"
Google,2019,"Data minimization","Privacy","high","Minimal collection","active"
Google,2020,"User controls","Privacy","high","User choices","active"
Google,2021,"Environmental AI","Sustainability","low","Green AI","active"
Google,2022,"Inclusive design","Inclusion","medium","Universal design","active"
Microsoft,2019,"Automation transparency","Transparency","medium","Clear disclosure","active"
Microsoft,2020,"Inclusive products","Inclusion","medium","Accessible products","active"
Microsoft,2021,"Environmental focus","Sustainability","low","Green practices","active"
Microsoft,2022,"Sustainable technology","Sustainability","low","Eco-friendly tech","active"
IBM,2019,"Diverse hiring","Inclusion","medium","Workforce diversity","active"
IBM,2020,"Trustworthy standards","Standards","high","Trust focus","active"
IBM,2021,"Data governance","Governance","medium","Ethical data use","active"
IBM,2022,"Inclusive design","Inclusion","medium","Universal access","active"
Amazon,2019,"Inclusive products","Inclusion","medium","Accessible design","active"
Amazon,2020,"Responsible automation","Ethics Principles","medium","Ethical automation","active"
Amazon,2021,"Team diversity","Inclusion","medium","Diverse workforce","active"
Amazon,2022,"Data practices","Transparency","medium","Clear practices","active"
Meta,2019,"Community policies","Inclusion","medium","Inclusive policies","active"
Meta,2020,"User autonomy","Philosophy","low","User choice","active"
Meta,2021,"Moderation AI","Inclusion","medium","Unbiased moderation","active"
Meta,2022,"Community AI","Philosophy","medium","Community focus","active"
Tesla,2019,"Public transparency","Transparency","high","Public disclosure","active"
Tesla,2020,"Continuous safety","Safety","high","Always improving","active"
Tesla,2021,"Public commitment","Commitment","high","Public promise","active"
Tesla,2022,"Advanced validation","Evaluation","high","Superior validation","active"
Apple,2019,"Privacy advocacy","Advocacy","medium","Privacy support","active"
Apple,2020,"Accessibility rights","Philosophy","medium","Access as right","active"
Apple,2021,"Supply chain ethics","Ethics Principles","medium","Ethical sourcing","active"
Apple,2022,"Sustainable practices","Sustainability","low","Environmental focus","active"
Google,2019,"Recommendation ethics","Ethics Principles","medium","Ethical recommendations","active"
Google,2020,"Crisis applications","Applications","low","Emergency use","active"
Google,2021,"Societal impact","Social Impact","medium","Social studies","active"
Google,2022,"Future ethics","Strategy","medium","Long-term planning","active"
Microsoft,2019,"Climate action","Applications","low","Environmental tech","active"
Microsoft,2020,"Quantum ethics","Standards","medium","Quantum framework","active"
Microsoft,2021,"Accessibility tools","Applications","low","Accessible solutions","active"
Microsoft,2022,"Tech responsibility","Standards","medium","Responsible sharing","active"
IBM,2019,"Transparency tools","Technical","medium","Transparency tech","active"
IBM,2020,"Ethics certification","Certification","low","Official cert","active"
IBM,2021,"Corporate training","Training","low","Staff education","active"
IBM,2022,"Accountability services","Services","medium","Accountability solutions","active"
Amazon,2019,"AI accessibility","Applications","low","Inclusive solutions","active"
Amazon,2020,"Marketing ethics","Standards","medium","Ethical marketing","active"
Amazon,2021,"Governance docs","Documentation","low","Public docs","active"
Amazon,2022,"Ethics advice","Services","medium","Consulting services","active"
Meta,2019,"Content AI","Applications","low","Content analysis","active"
Meta,2020,"Recommendation engine","Standards","medium","Ethical recommendations","active"
Meta,2021,"Moderation transparency","Transparency","medium","Moderation clarity","active"
Meta,2022,"Safety applications","Applications","medium","Safety tools","active"
Tesla,2019,"Validation methods","Standards","high","Rigorous methods","active"
Tesla,2020,"Metrics publication","Transparency","high","Public metrics","active"
Tesla,2021,"System accountability","Accountability","high","System responsibility","active"
Tesla,2022,"Safety standards","Standards","high","Advanced standards","active"
Apple,2019,"Privacy design","Standards","high","Privacy standard","active"
Apple,2020,"Accessible AI","Applications","low","Inclusive applications","active"
Apple,2021,"App ethics review","Standards","medium","Store ethics","active"
Apple,2022,"Privacy transparency","Transparency","medium","Privacy disclosure","active"
Google,2018,"Research publication","Standards","low","Ethical publishing","active"
Google,2019,"Ethics courses","Training","low","Public courses","active"
Google,2020,"Funding ethics","Funding","low","Ethics funding","active"
Google,2021,"Industry collaboration","Partnership","low","Industry partnerships","active"
Google,2022,"Ethics network","Partnership","low","Global network","active"
Microsoft,2019,"Ethics workshops","Training","low","Workshop programs","active"
Microsoft,2020,"Cloud ethics","Standards","medium","Cloud standards","active"
Microsoft,2021,"Ethics partnerships","Partnership","low","Collaborative ethics","active"
Microsoft,2022,"Global initiatives","Commitment","medium","Worldwide commitment","active"
IBM,2019,"Ethics symposiums","Events","low","Industry events","active"
IBM,2020,"Industry standards","Standards","medium","Industry guidelines","active"
IBM,2021,"Mentorship programs","Training","low","Ethics mentoring","active"
IBM,2022,"Ethics community","Engagement","low","Community engagement","active"
Amazon,2019,"Ethics resources","Training","low","Open resources","active"
Amazon,2020,"Developer ethics","Standards","medium","Developer standards","active"
Amazon,2021,"AI community","Engagement","low","Community participation","active"
Amazon,2022,"Support programs","Training","low","Educational support","active"
Meta,2019,"Research papers","Research","low","Public research","active"
Meta,2020,"Feedback systems","Engagement","low","User feedback","active"
Meta,2021,"Ethics board","Governance","medium","Advisory board","active"
Meta,2022,"Public dialogue","Engagement","low","Community dialogue","active"
Tesla,2019,"Safety publications","Research","high","Safety research","active"
Tesla,2020,"Stakeholder engagement","Engagement","high","Public engagement","active"
Tesla,2021,"Advisory committees","Governance","high","Safety boards","active"
Tesla,2022,"Public forums","Engagement","high","Community forums","active"
Apple,2019,"Policy transparency","Transparency","high","Clear policies","active"
Apple,2020,"Accessibility standards","Standards","medium","Access standards","active"
Apple,2021,"User feedback","Engagement","low","User input","active"
Apple,2022,"Privacy partnerships","Partnership","high","Privacy partners","active"
Google,2018,"Accountability research","Research","medium","Accountability study","active"
Google,2019,"Fairness benchmarks","Technical","low","Fairness testing","active"
Google,2020,"Ethics documentation","Documentation","low","Ethics docs","active"
Google,2021,"Impact reports","Documentation","low","Impact reporting","active"
Google,2022,"Accountability refined","Governance","medium","Better accountability","active"
Microsoft,2018,"Human-centered principles","Philosophy","medium","Human focus","active"
Microsoft,2019,"Inclusive design","Standards","medium","Inclusive design","active"
Microsoft,2020,"Fairness assessments","Evaluation","low","Fairness checks","active"
Microsoft,2021,"Documentation","Documentation","low","Clear documentation","active"
Microsoft,2022,"Accountability","Governance","medium","Enhanced accountability","active"
IBM,2018,"Trustworthy research","Research","medium","Trust research","active"
IBM,2019,"Metrics refinement","Technical","low","Better metrics","active"
IBM,2020,"Accountability frameworks","Frameworks","medium","Clear frameworks","active"
IBM,2021,"Service transparency","Transparency","medium","Service clarity","active"
IBM,2022,"Scaling ethics","Strategy","medium","Scaling with ethics","active"
Amazon,2018,"Customer-centric AI","Philosophy","medium","Customer focus","active"
Amazon,2019,"System fairness","Evaluation","medium","System fairness","active"
Amazon,2020,"Transparency enhancements","Transparency","medium","More transparency","active"
Amazon,2021,"Accountability docs","Documentation","low","Clear accountability","active"
Amazon,2022,"Responsible scaling","Strategy","medium","Ethical growth","active"
Meta,2018,"User-centered design","Philosophy","low","User focus","active"
Meta,2019,"Bias in recommendations","Evaluation","medium","Algorithm fairness","active"
Meta,2020,"Algorithm transparency","Transparency","medium","Algorithm clarity","active"
Meta,2021,"Community approach","Philosophy","medium","Community focus","active"
Meta,2022,"Inclusive strategy","Strategy","medium","Inclusive approach","active"
Tesla,2018,"Human safety","Philosophy","high","Human welfare","active"
Tesla,2019,"Safety rigor","Standards","high","Rigorous safety","active"
Tesla,2020,"Autonomy accountability","Accountability","high","System accountability","active"
Tesla,2021,"Safety transparency","Transparency","high","Safety clarity","active"
Tesla,2022,"Driving ethics","Ethics Principles","high","Ethical driving","active"
Apple,2018,"Human dignity","Philosophy","medium","Dignity principle","active"
Apple,2019,"Privacy default","Standards","high","Privacy default","active"
Apple,2020,"Inclusive access","Standards","medium","Access standard","active"
Apple,2021,"Business ethics","Ethics Principles","medium","Business ethics","active"
Apple,2022,"Sustainable development","Standards","low","Green development","active"
